"","U","V","T","tstamp","SID","SCODE","SFNAME","STYPE","wd","ws","air_temp","Poll_Value"
"1",-3.2429,55.79216,1,2020-02-01,1,"ACTH","Auchencorth Moss","Rural Background",251.39914477319,9.33333333333333,4.68333333333333,69.15377875
"2",-1.874978,52.476145,1,2020-02-01,2,"BIRR","Birmingham A4540 Roadside","Urban Traffic",258.496385488857,6.43333333333333,7.35416666666667,63.2248858333333
"3",-3.205782,55.862281,1,2020-02-01,3,"BUSH","Bush Estate","Rural Background",248.233172767221,9.1125,5.88333333333333,69.6804216666667
"4",-1.560189,52.411628,1,2020-02-01,4,"COAL","Coventry Allesley","Urban Background",253.620466159592,8.38333333333333,7.09583333333333,70.2548779166667
"5",-3.182186,55.945589,1,2020-02-01,7,"ED3","Edinburgh St Leonards","Urban Background",250.595796222208,10.0458333333333,7.0125,62.3545391666667
"6",-5.101102,56.82266,1,2020-02-01,8,"FW","Fort William","Suburban Background",254.960150529009,4.7375,4.59583333333333,65.4947270833333
"7",-4.243631,55.865782,1,2020-02-01,9,"GLKP","Glasgow Townhead","Urban Background",254.074913168526,6.1,6.2375,57.1844279166667
"8",-0.460861,51.49633,1,2020-02-01,10,"HIL","London Hillingdon","Urban Background",255.897386568847,7.49583333333333,7.65416666666667,50.9755833333333
"9",-0.341222,53.74878,1,2020-02-01,11,"HUL2","Hull Freetown","Urban Background",253.705480556952,9.22083333333333,7.18333333333333,61.5417066666667
"10",-1.127182,52.619904,1,2020-02-01,12,"LECU","Leicester University","Urban Background",254.18807779566,6.7375,7.32083333333333,63.95133125
"11",-2.73684,52.221593,1,2020-02-01,13,"LEOM","Leominster","Suburban Background",247.585073921576,6.94166666666667,6.59583333333333,76.5309379166667
"12",-7.900328,54.43951,1,2020-02-01,14,"LN","Lough Navar","Rural Background",261.904107439228,8.93333333333333,6.0875,57.3140108333333
"13",-2.238917,53.371722,1,2020-02-01,15,"MAHG","Manchester Sharston","Suburban Industrial",252.200248448232,8.5125,6.84583333333333,59.54046375
"14",-2.237881,53.48152,1,2020-02-01,16,"MAN3","Manchester Piccadilly","Urban Background",254.359163820768,6.38333333333333,7.41666666666667,45.0245170833333
"15",-9.903917,53.326444,1,2020-02-01,17,"MH","Mace Head","Rural Background",258.771703092992,11.525,8.71666666666667,86.42462
"16",-1.610528,54.97825,1,2020-02-01,18,"NEWC","Newcastle Centre","Urban Background",262.862871516588,7.4375,7.02916666666667,66.9245541666667
"17",1.302686,52.614823,1,2020-02-01,19,"NO12","Norwich Lakenfields","Urban Background",254.422811190964,7.80416666666667,7.34583333333333,69.1877325
"18",-1.146447,52.95473,1,2020-02-01,20,"NOTT","Nottingham Centre","Urban Background",256.677270081363,7.30833333333333,7.52916666666667,63.1341091666667
"19",-0.916605,52.272257,1,2020-02-01,21,"NTN4","Northampton Spring Park","Urban Background",256.370037709872,8.625,7.12916666666667,74.20331375
"20",1.04901,51.777874,1,2020-02-01,22,"OSY","St Osyth","Rural Background",255.270111213158,9.53333333333333,8.37916666666667,68.3610416666667
"21",-3.196527,55.657472,1,2020-02-01,23,"PEEB","Peebles","Urban Background",257.960356711867,9.27916666666667,4.27083333333333,65.4402516666667
"22",-4.142361,50.37167,1,2020-02-01,24,"PLYM","Plymouth Centre","Urban Background",265.02699374753,4.79583333333333,8.16666666666667,66.6051033333333
"23",0.678331,51.544166,1,2020-02-01,25,"SEND","Southend-on-Sea","Urban Background",257.221457013576,8.89583333333333,8.3875,60.2763779166667
"24",1.463497,52.2944,1,2020-02-01,26,"SIB","Sibton","Rural Background",254.052068139079,7.95416666666667,7.4,69.5411375
"25",-2.175133,53.02821,1,2020-02-01,27,"STOK","Stoke-on-Trent Centre","Urban Background",259.463670295008,8.475,6,63.1895454166667
"26",-1.406878,54.88361,1,2020-02-01,28,"SUN2","Sunderland Silksworth","Urban Background",259.138347201988,10.8375,7.46666666666667,71.25064875
"27",-3.022722,53.37287,1,2020-02-01,29,"TRAN","Wirral Tranmere","Urban Background",260.522668649544,6.6375,7.1625,71.9976508333333
"28",-2.030371,52.605641,1,2020-02-01,30,"WAL4","Walsall Woodlands","Urban Background",256.273338838986,8.20833333333333,6.71666666666667,71.3698354166667
"29",0.290917,52.2985,1,2020-02-01,31,"WFEN","Wicken Fen","Rural Background",255.456390016306,8.73333333333333,7.25416666666667,70.1239095833333
"30",-2.638139,53.54914,1,2020-02-01,32,"WIG5","Wigan Centre","Urban Background",258.588182174814,8.2375,6.3125,71.0670175
"31",-3.2429,55.79216,2,2020-02-02,1,"ACTH","Auchencorth Moss","Rural Background",221.542937711465,6.44166666666667,2.91666666666667,62.5333204166667
"32",-1.874978,52.476145,2,2020-02-02,2,"BIRR","Birmingham A4540 Roadside","Urban Traffic",235.791715984766,4.66666666666667,7.45,57.49279125
"33",-3.205782,55.862281,2,2020-02-02,3,"BUSH","Bush Estate","Rural Background",222.77336707631,5.44166666666667,3.81666666666667,55.4243325
"34",-1.560189,52.411628,2,2020-02-02,4,"COAL","Coventry Allesley","Urban Background",237.315114280806,6.37083333333333,7.27083333333333,62.9684929166667
"35",-3.182186,55.945589,2,2020-02-02,7,"ED3","Edinburgh St Leonards","Urban Background",227.025408757432,4.67916666666667,4.22083333333333,51.6588333333333
"36",-5.101102,56.82266,2,2020-02-02,8,"FW","Fort William","Suburban Background",178.085523673616,3.6375,2.06666666666667,35.49996625
"37",-4.243631,55.865782,2,2020-02-02,9,"GLKP","Glasgow Townhead","Urban Background",213.194075808872,4.05,3.82083333333333,36.5102233333333
"38",-0.460861,51.49633,2,2020-02-02,10,"HIL","London Hillingdon","Urban Background",246.293997168121,5.875,8.2875,40.3865941666667
"39",-0.341222,53.74878,2,2020-02-02,11,"HUL2","Hull Freetown","Urban Background",235.429239825404,5.15416666666667,6.48333333333333,45.5740279166667
"40",-1.127182,52.619904,2,2020-02-02,12,"LECU","Leicester University","Urban Background",237.020456601209,5.41666666666667,7.24583333333333,57.5679645833333
"41",-2.73684,52.221593,2,2020-02-02,13,"LEOM","Leominster","Suburban Background",257.387841013308,9.18333333333333,7.54583333333333,69.4060129166667
"42",-7.900328,54.43951,2,2020-02-02,14,"LN","Lough Navar","Rural Background",236.315666985243,8.92916666666667,6.35416666666667,64.5227829166667
"43",-2.238917,53.371722,2,2020-02-02,15,"MAHG","Manchester Sharston","Suburban Industrial",231.225345424852,6.55416666666667,7.22916666666667,55.2559454166667
"44",-2.237881,53.48152,2,2020-02-02,16,"MAN3","Manchester Piccadilly","Urban Background",235.050723721231,4.71666666666667,7.7125,30.5189658333333
"45",-9.903917,53.326444,2,2020-02-02,17,"MH","Mace Head","Rural Background",239.47052533526,12.3208333333333,8.7,87.63285125
"46",-1.610528,54.97825,2,2020-02-02,18,"NEWC","Newcastle Centre","Urban Background",237.111181346594,3.28333333333333,4.925,49.8758704166667
"47",1.302686,52.614823,2,2020-02-02,19,"NO12","Norwich Lakenfields","Urban Background",247.223138983411,6.44583333333333,7.04166666666667,60.3747766666667
"48",-1.146447,52.95473,2,2020-02-02,20,"NOTT","Nottingham Centre","Urban Background",243.293068659041,6.02916666666667,7.39166666666667,47.5239920833333
"49",-0.916605,52.272257,2,2020-02-02,21,"NTN4","Northampton Spring Park","Urban Background",237.965095837542,6.325,7.1375,68.6707908333333
"50",1.04901,51.777874,2,2020-02-02,22,"OSY","St Osyth","Rural Background",244.990337925841,8.22083333333333,8.425,66.92178125
"51",-3.196527,55.657472,2,2020-02-02,23,"PEEB","Peebles","Urban Background",225.803971154497,6.20416666666667,2.71666666666667,46.1727379166667
"52",-4.142361,50.37167,2,2020-02-02,24,"PLYM","Plymouth Centre","Urban Background",254.127211184795,5.52916666666667,10.2375,68.2383895833333
"53",0.678331,51.544166,2,2020-02-02,25,"SEND","Southend-on-Sea","Urban Background",250.350204797712,8.41666666666667,8.65833333333333,58.6957545833333
"54",1.463497,52.2944,2,2020-02-02,26,"SIB","Sibton","Rural Background",248.409815413592,6.14166666666667,7.11666666666667,66.1158795833333
"55",-2.175133,53.02821,2,2020-02-02,27,"STOK","Stoke-on-Trent Centre","Urban Background",244.382200595421,7.55,6.30416666666667,58.805935
"56",-1.406878,54.88361,2,2020-02-02,28,"SUN2","Sunderland Silksworth","Urban Background",227.313208798781,5.16666666666667,6.225,60.04701
"57",-3.022722,53.37287,2,2020-02-02,29,"TRAN","Wirral Tranmere","Urban Background",239.760226236825,5.86666666666667,8.35833333333333,64.0910745833333
"58",-2.030371,52.605641,2,2020-02-02,30,"WAL4","Walsall Woodlands","Urban Background",224.182405540618,5.15833333333333,6.85833333333333,62.5451
"59",0.290917,52.2985,2,2020-02-02,31,"WFEN","Wicken Fen","Rural Background",242.85765546947,7.28333333333333,7.4625,64.1970966666667
"60",-2.638139,53.54914,2,2020-02-02,32,"WIG5","Wigan Centre","Urban Background",236.644084757752,6.80833333333333,6.85833333333333,56.857355
"61",-3.2429,55.79216,3,2020-02-03,1,"ACTH","Auchencorth Moss","Rural Background",264.626748348694,10.8958333333333,3.02083333333333,75.4208308333333
"62",-1.874978,52.476145,3,2020-02-03,2,"BIRR","Birmingham A4540 Roadside","Urban Traffic",269.224006130018,5.02083333333333,5.60833333333333,50.8993591666667
"63",-3.205782,55.862281,3,2020-02-03,3,"BUSH","Bush Estate","Rural Background",261.636558663144,10.9458333333333,4.32916666666667,77.4324679166667
"64",-1.560189,52.411628,3,2020-02-03,4,"COAL","Coventry Allesley","Urban Background",263.520599073865,6.8375,5.21666666666667,64.7223525
"65",-3.182186,55.945589,3,2020-02-03,7,"ED3","Edinburgh St Leonards","Urban Background",261.207010122052,12.95,5.725,71.3164791666667
"66",-5.101102,56.82266,3,2020-02-03,8,"FW","Fort William","Suburban Background",267.57163717805,8.425,3.3875,83.6717420833333
"67",-4.243631,55.865782,3,2020-02-03,9,"GLKP","Glasgow Townhead","Urban Background",269.246522770899,8.425,4.95833333333333,64.6773120833333
"68",-0.460861,51.49633,3,2020-02-03,10,"HIL","London Hillingdon","Urban Background",271.418222556084,7.775,6.41666666666667,50.54041
"69",-0.341222,53.74878,3,2020-02-03,11,"HUL2","Hull Freetown","Urban Background",261.071657688074,7.88333333333333,5.27916666666667,60.1898786956522
"70",-1.127182,52.619904,3,2020-02-03,12,"LECU","Leicester University","Urban Background",269.444403092972,7.09166666666667,5.57916666666667,56.6188925
"71",-2.73684,52.221593,3,2020-02-03,13,"LEOM","Leominster","Suburban Background",259.870718687429,5.84583333333333,5.05,72.4667791666667
"72",-7.900328,54.43951,3,2020-02-03,14,"LN","Lough Navar","Rural Background",282.401223865461,11.1916666666667,4.775,74.9856575
"73",-2.238917,53.371722,3,2020-02-03,15,"MAHG","Manchester Sharston","Suburban Industrial",255.679869150714,6.45416666666667,5.10833333333333,57.1905443478261
"74",-2.237881,53.48152,3,2020-02-03,16,"MAN3","Manchester Piccadilly","Urban Background",259.124008774562,5.04166666666667,5.80416666666667,50.33668375
"75",-9.903917,53.326444,3,2020-02-03,17,"MH","Mace Head","Rural Background",291.187434006861,14.1666666666667,7.99166666666667,86.9909
"76",-1.610528,54.97825,3,2020-02-03,18,"NEWC","Newcastle Centre","Urban Background",273.863511572622,9.52083333333333,5.47916666666667,72.54023125
"77",1.302686,52.614823,3,2020-02-03,19,"NO12","Norwich Lakenfields","Urban Background",267.392202774761,6.9625,5.76666666666667,65.558745
"78",-1.146447,52.95473,3,2020-02-03,20,"NOTT","Nottingham Centre","Urban Background",267.836331372646,7.55,5.5625,60.3609179166667
"79",-0.916605,52.272257,3,2020-02-03,21,"NTN4","Northampton Spring Park","Urban Background",270.299038784144,8.8625,5.5125,71.3940904166667
"80",1.04901,51.777874,3,2020-02-03,22,"OSY","St Osyth","Rural Background",272.593686341731,9.38333333333333,7.84583333333333,68.19542625
"81",-3.196527,55.657472,3,2020-02-03,23,"PEEB","Peebles","Urban Background",267.931602279476,10.825,2.49166666666667,73.5186791666667
"82",-4.142361,50.37167,3,2020-02-03,24,"PLYM","Plymouth Centre","Urban Background",289.681729731418,4.225,7.54166666666667,61.13702375
"83",0.678331,51.544166,3,2020-02-03,25,"SEND","Southend-on-Sea","Urban Background",271.983917004407,7.82083333333333,7.79166666666667,55.794277826087
"84",1.463497,52.2944,3,2020-02-03,26,"SIB","Sibton","Rural Background",267.640419318125,6.55416666666667,5.84166666666667,70.1731091666667
"85",-2.175133,53.02821,3,2020-02-03,27,"STOK","Stoke-on-Trent Centre","Urban Background",263.493463208115,6.57916666666667,4.24166666666667,57.1075104166667
"86",-1.406878,54.88361,3,2020-02-03,28,"SUN2","Sunderland Silksworth","Urban Background",273.801617451714,11.4583333333333,6.42083333333333,76.9016683333333
"87",-3.022722,53.37287,3,2020-02-03,29,"TRAN","Wirral Tranmere","Urban Background",277.05535833881,7.975,6.5875,72.3191791666667
"88",-2.030371,52.605641,3,2020-02-03,30,"WAL4","Walsall Woodlands","Urban Background",259.274355069746,5.94166666666667,4.68333333333333,61.3511454166667
"89",0.290917,52.2985,3,2020-02-03,31,"WFEN","Wicken Fen","Rural Background",260.867480036494,6.40833333333333,5.65833333333333,65.55181625
"90",-2.638139,53.54914,3,2020-02-03,32,"WIG5","Wigan Centre","Urban Background",275.640338284291,8.3375,5.37083333333333,72.5090483333333
"91",-3.2429,55.79216,4,2020-02-04,1,"ACTH","Auchencorth Moss","Rural Background",298.336154553628,7.3875,3.23333333333333,63.8048858333333
"92",-1.874978,52.476145,4,2020-02-04,2,"BIRR","Birmingham A4540 Roadside","Urban Traffic",315.581167861442,5.77916666666667,5.04166666666667,50.8364980952381
"93",-3.205782,55.862281,4,2020-02-04,3,"BUSH","Bush Estate","Rural Background",284.508379758016,7.04166666666667,4.1,65.09932
"94",-1.560189,52.411628,4,2020-02-04,4,"COAL","Coventry Allesley","Urban Background",312.056619359007,7.72916666666667,4.69583333333333,61.94639125
"95",-3.182186,55.945589,4,2020-02-04,7,"ED3","Edinburgh St Leonards","Urban Background",276.760608297097,7.775,4.8,47.4325233333333
"96",-5.101102,56.82266,4,2020-02-04,8,"FW","Fort William","Suburban Background",313.708483790338,3.9375,3.63333333333333,68.4578145833333
"97",-4.243631,55.865782,4,2020-02-04,9,"GLKP","Glasgow Townhead","Urban Background",299.609077100658,4.92916666666667,4.85833333333333,52.5180941666667
"98",-0.460861,51.49633,4,2020-02-04,10,"HIL","London Hillingdon","Urban Background",313.939505187956,8.23333333333333,4.75416666666667,54.978765
"99",-0.341222,53.74878,4,2020-02-04,11,"HUL2","Hull Freetown","Urban Background",304.896438051772,7.19583333333333,4.35,63.9281328571429
"100",-1.127182,52.619904,4,2020-02-04,12,"LECU","Leicester University","Urban Background",309.186164956675,6.8,4.69166666666667,50.1992691666667
"101",-2.73684,52.221593,4,2020-02-04,13,"LEOM","Leominster","Suburban Background",315.984626994935,8.15,4.82916666666667,72.6975329166667
"102",-7.900328,54.43951,4,2020-02-04,14,"LN","Lough Navar","Rural Background",307.861308862561,7.19583333333333,4.8125,57.1213695833333
"103",-2.238917,53.371722,4,2020-02-04,15,"MAHG","Manchester Sharston","Suburban Industrial",304.884404281784,6.05416666666667,4.69166666666667,58.5502345833333
"104",-2.237881,53.48152,4,2020-02-04,16,"MAN3","Manchester Piccadilly","Urban Background",303.386037914214,4.85,5.04583333333333,42.9110526315789
"105",-9.903917,53.326444,4,2020-02-04,17,"MH","Mace Head","Rural Background",313.518545728271,8.2875,8.51666666666667,85.1714875
"106",-1.610528,54.97825,4,2020-02-04,18,"NEWC","Newcastle Centre","Urban Background",300.640909174509,6.25833333333333,4.6,54.2303770833333
"107",1.302686,52.614823,4,2020-02-04,19,"NO12","Norwich Lakenfields","Urban Background",309.164329432581,8.67083333333333,4.5375,64.7216604166667
"108",-1.146447,52.95473,4,2020-02-04,20,"NOTT","Nottingham Centre","Urban Background",303.694244359561,5.925,4.95,41.6443020833333
"109",-0.916605,52.272257,4,2020-02-04,21,"NTN4","Northampton Spring Park","Urban Background",308.814392479089,8.43333333333333,4.3375,65.7645525
"110",1.04901,51.777874,4,2020-02-04,22,"OSY","St Osyth","Rural Background",308.366698254053,11.4083333333333,6.3875,68.8745183333333
"111",-3.196527,55.657472,4,2020-02-04,23,"PEEB","Peebles","Urban Background",307.161136987516,8.52916666666667,3.0125,55.1125045833333
"112",-4.142361,50.37167,4,2020-02-04,24,"PLYM","Plymouth Centre","Urban Background",327.994604814066,6,6.25833333333333,58.7241658333333
"113",0.678331,51.544166,4,2020-02-04,25,"SEND","Southend-on-Sea","Urban Background",308.594093831052,10.0041666666667,6.17083333333333,53.59424875
"114",1.463497,52.2944,4,2020-02-04,26,"SIB","Sibton","Rural Background",311.068361377868,9.4,4.55416666666667,71.7398729166667
"115",-2.175133,53.02821,4,2020-02-04,27,"STOK","Stoke-on-Trent Centre","Urban Background",311.157756306989,8.825,4.1875,55.9634479166667
"116",-1.406878,54.88361,4,2020-02-04,28,"SUN2","Sunderland Silksworth","Urban Background",314.086121890342,11.2583333333333,6.05,55.17002
"117",-3.022722,53.37287,4,2020-02-04,29,"TRAN","Wirral Tranmere","Urban Background",310.075737414644,7.375,6.29583333333333,75.0362416666667
"118",-2.030371,52.605641,4,2020-02-04,30,"WAL4","Walsall Woodlands","Urban Background",313.329399626926,7.82083333333333,4.35833333333333,65.4159983333333
"119",0.290917,52.2985,4,2020-02-04,31,"WFEN","Wicken Fen","Rural Background",305.183144763309,7.76666666666667,4.3125,62.5651958333333
"120",-2.638139,53.54914,4,2020-02-04,32,"WIG5","Wigan Centre","Urban Background",312.819735563263,8.09583333333333,4.64583333333333,65.02378875
"121",-3.2429,55.79216,5,2020-02-05,1,"ACTH","Auchencorth Moss","Rural Background",248.128983773819,7.325,1.92916666666667,62.2167045454545
"122",-1.874978,52.476145,5,2020-02-05,2,"BIRR","Birmingham A4540 Roadside","Urban Traffic",290.184430375991,1.8875,1.40416666666667,22.0524866666667
"123",-3.205782,55.862281,5,2020-02-05,3,"BUSH","Bush Estate","Rural Background",250.177965792858,6.80416666666667,3.24166666666667,67.6563095833333
"124",-1.560189,52.411628,5,2020-02-05,4,"COAL","Coventry Allesley","Urban Background",280.677391102752,2.09166666666667,1.22083333333333,22.502905
"125",-3.182186,55.945589,5,2020-02-05,7,"ED3","Edinburgh St Leonards","Urban Background",258.134378934124,7.5625,3.925,52.6636141666667
"126",-5.101102,56.82266,5,2020-02-05,8,"FW","Fort William","Suburban Background",227.047223458114,4.325,3.62916666666667,64.8575866666667
"127",-4.243631,55.865782,5,2020-02-05,9,"GLKP","Glasgow Townhead","Urban Background",233.361261013837,3.55833333333333,3.50416666666667,34.9801879166667
"128",-0.460861,51.49633,5,2020-02-05,10,"HIL","London Hillingdon","Urban Background",298.461373207548,1.93333333333333,1.2375,5.36621708333333
"129",-0.341222,53.74878,5,2020-02-05,11,"HUL2","Hull Freetown","Urban Background",267.677445985007,3.56666666666667,1.39166666666667,14.386365
"130",-1.127182,52.619904,5,2020-02-05,12,"LECU","Leicester University","Urban Background",264.359722109336,1.95416666666667,0.870833333333333,9.52937791666667
"131",-2.73684,52.221593,5,2020-02-05,13,"LEOM","Leominster","Suburban Background",269.135606229683,1.675,1.20416666666667,26.0418070833333
"132",-7.900328,54.43951,5,2020-02-05,14,"LN","Lough Navar","Rural Background",213.519412547503,4.0875,2.22916666666667,26.4852966666667
"133",-2.238917,53.371722,5,2020-02-05,15,"MAHG","Manchester Sharston","Suburban Industrial",213.452787360424,1.89583333333333,1.91666666666667,19.7200104166667
"134",-2.237881,53.48152,5,2020-02-05,16,"MAN3","Manchester Piccadilly","Urban Background",220.947482458002,1.175,2.08333333333333,10.1434241666667
"135",-9.903917,53.326444,5,2020-02-05,17,"MH","Mace Head","Rural Background",188.911887109518,7.2,7.55,70.5904041666667
"136",-1.610528,54.97825,5,2020-02-05,18,"NEWC","Newcastle Centre","Urban Background",262.061068801641,3.23333333333333,2.12083333333333,31.03868
"137",1.302686,52.614823,5,2020-02-05,19,"NO12","Norwich Lakenfields","Urban Background",289.511667296369,3,3.225,36.3945
"138",-1.146447,52.95473,5,2020-02-05,20,"NOTT","Nottingham Centre","Urban Background",264.971017405492,2.20416666666667,0.5625,10.350887826087
"139",-0.916605,52.272257,5,2020-02-05,21,"NTN4","Northampton Spring Park","Urban Background",282.15456261203,2.61666666666667,1.0125,20.2341816666667
"140",1.04901,51.777874,5,2020-02-05,22,"OSY","St Osyth","Rural Background",318.201110160116,3.76666666666667,4.85416666666667,43.6871208333333
"141",-3.196527,55.657472,5,2020-02-05,23,"PEEB","Peebles","Urban Background",258.181761048692,6.79583333333333,1.44166666666667,49.4704941666667
"142",-4.142361,50.37167,5,2020-02-05,24,"PLYM","Plymouth Centre","Urban Background",96.4488120545355,2.66666666666667,4.63333333333333,21.99497125
"143",0.678331,51.544166,5,2020-02-05,25,"SEND","Southend-on-Sea","Urban Background",318.037616392206,3.725,4.8875,30.90632625
"144",1.463497,52.2944,5,2020-02-05,26,"SIB","Sibton","Rural Background",301.608053933119,2.85416666666667,2.96666666666667,50.4129070833333
"145",-2.175133,53.02821,5,2020-02-05,27,"STOK","Stoke-on-Trent Centre","Urban Background",294.787937608102,2.17916666666667,1.5125,25.4548783333333
"146",-1.406878,54.88361,5,2020-02-05,28,"SUN2","Sunderland Silksworth","Urban Background",264.221756225596,5.30833333333333,4.60833333333333,39.2584695833333
"147",-3.022722,53.37287,5,2020-02-05,29,"TRAN","Wirral Tranmere","Urban Background",234.297558571736,1.82083333333333,3.27083333333333,34.3551458333333
"148",-2.030371,52.605641,5,2020-02-05,30,"WAL4","Walsall Woodlands","Urban Background",283.824215113489,2.64166666666667,1.79583333333333,31.8540945454545
"149",0.290917,52.2985,5,2020-02-05,31,"WFEN","Wicken Fen","Rural Background",270.490140279386,2.625,1.1625,26.45411375
"150",-2.638139,53.54914,5,2020-02-05,32,"WIG5","Wigan Centre","Urban Background",208.477931575939,2.30416666666667,1.95833333333333,12.38061625
"151",-3.2429,55.79216,6,2020-02-06,1,"ACTH","Auchencorth Moss","Rural Background",230.022812661607,5.41666666666667,1.54583333333333,55.0610747826087
"152",-1.874978,52.476145,6,2020-02-06,2,"BIRR","Birmingham A4540 Roadside","Urban Traffic",208.312730170844,1.90833333333333,2.01666666666667,10.3367575
"153",-3.205782,55.862281,6,2020-02-06,3,"BUSH","Bush Estate","Rural Background",243.644469481759,3.44166666666667,2.34583333333333,49.7885583333333
"154",-1.560189,52.411628,6,2020-02-06,4,"COAL","Coventry Allesley","Urban Background",189.461069368952,1.97083333333333,1.45416666666667,12.0667560869565
"155",-3.182186,55.945589,6,2020-02-06,7,"ED3","Edinburgh St Leonards","Urban Background",258.188718884706,4.39583333333333,3.25833333333333,37.8296033333333
"156",-5.101102,56.82266,6,2020-02-06,8,"FW","Fort William","Suburban Background",198.996057506015,3.275,2.29166666666667,56.5821308333333
"157",-4.243631,55.865782,6,2020-02-06,9,"GLKP","Glasgow Townhead","Urban Background",214.540233511308,2.71666666666667,2.64166666666667,34.0717279166667
"158",-0.460861,51.49633,6,2020-02-06,10,"HIL","London Hillingdon","Urban Background",121.339780251908,1.49166666666667,2.98333333333333,2.79952541666667
"159",-0.341222,53.74878,6,2020-02-06,11,"HUL2","Hull Freetown","Urban Background",256.061751221066,2.19166666666667,1.15,16.0175729166667
"160",-1.127182,52.619904,6,2020-02-06,12,"LECU","Leicester University","Urban Background",221.238363718155,1.72083333333333,2.63333333333333,12.5228729166667
"161",-2.73684,52.221593,6,2020-02-06,13,"LEOM","Leominster","Suburban Background",162.316371477723,1.96666666666667,0.425,11.20225375
"162",-7.900328,54.43951,6,2020-02-06,14,"LN","Lough Navar","Rural Background",171.87435798609,6.22916666666667,2.84583333333333,43.9511354166667
"163",-2.238917,53.371722,6,2020-02-06,15,"MAHG","Manchester Sharston","Suburban Industrial",166.062031991416,2.5125,2.4875,12.04280375
"164",-2.237881,53.48152,6,2020-02-06,16,"MAN3","Manchester Piccadilly","Urban Background",139.904805968504,1.47916666666667,2.1,4.07455583333333
"165",-9.903917,53.326444,6,2020-02-06,17,"MH","Mace Head","Rural Background",165.449263488603,9.92083333333333,7.37083333333333,68.7285833333333
"166",-1.610528,54.97825,6,2020-02-06,18,"NEWC","Newcastle Centre","Urban Background",258.684150140398,2.47083333333333,3.325,17.8961633333333
"167",1.302686,52.614823,6,2020-02-06,19,"NO12","Norwich Lakenfields","Urban Background",260.831101068024,2.08333333333333,2.225,20.1330116666667
"168",-1.146447,52.95473,6,2020-02-06,20,"NOTT","Nottingham Centre","Urban Background",234.509799176607,1.63333333333333,2.10416666666667,5.54984791666667
"169",-0.916605,52.272257,6,2020-02-06,21,"NTN4","Northampton Spring Park","Urban Background",208.352023875477,1.7375,1.92083333333333,12.4107604166667
"170",1.04901,51.777874,6,2020-02-06,22,"OSY","St Osyth","Rural Background",265.518730154716,2.47083333333333,2.8375,24.9912929166667
"171",-3.196527,55.657472,6,2020-02-06,23,"PEEB","Peebles","Urban Background",233.03044174641,4.7375,1.45833333333333,42.4806933333333
"172",-4.142361,50.37167,6,2020-02-06,24,"PLYM","Plymouth Centre","Urban Background",117.485601984351,4.42083333333333,5.35833333333333,40.8695816666667
"173",0.678331,51.544166,6,2020-02-06,25,"SEND","Southend-on-Sea","Urban Background",269.828972007968,2.40833333333333,2.54583333333333,22.6324870833333
"174",1.463497,52.2944,6,2020-02-06,26,"SIB","Sibton","Rural Background",270.515816606118,1.86666666666667,1.63333333333333,28.900925
"175",-2.175133,53.02821,6,2020-02-06,27,"STOK","Stoke-on-Trent Centre","Urban Background",141.734414065683,2.37083333333333,1.59166666666667,11.9970691666667
"176",-1.406878,54.88361,6,2020-02-06,28,"SUN2","Sunderland Silksworth","Urban Background",234.238573889954,2.875,2.90416666666667,30.2161458333333
"177",-3.022722,53.37287,6,2020-02-06,29,"TRAN","Wirral Tranmere","Urban Background",150.900667512269,2.0375,2.45416666666667,16.1132
"178",-2.030371,52.605641,6,2020-02-06,30,"WAL4","Walsall Woodlands","Urban Background",203.669441697366,2.37916666666667,1.72916666666667,13.6282754166667
"179",0.290917,52.2985,6,2020-02-06,31,"WFEN","Wicken Fen","Rural Background",219.736555138096,2.0875,1.20833333333333,14.92132375
"180",-2.638139,53.54914,6,2020-02-06,32,"WIG5","Wigan Centre","Urban Background",145.547880614967,3.075,2.2,5.54153375
"181",-3.2429,55.79216,7,2020-02-07,1,"ACTH","Auchencorth Moss","Rural Background",188.661125267856,7.69166666666667,1.90833333333333,51.96557
"182",-1.874978,52.476145,7,2020-02-07,2,"BIRR","Birmingham A4540 Roadside","Urban Traffic",175.345432687154,4.15833333333333,3.4,17.0867970833333
"183",-3.205782,55.862281,7,2020-02-07,3,"BUSH","Bush Estate","Rural Background",172.459101959539,4.34583333333333,1.99166666666667,43.6947433333333
"184",-1.560189,52.411628,7,2020-02-07,4,"COAL","Coventry Allesley","Urban Background",171.119983847105,5.47916666666667,3.54166666666667,20.8197258333333
"185",-3.182186,55.945589,7,2020-02-07,7,"ED3","Edinburgh St Leonards","Urban Background",109.063274433045,4.17916666666667,3.85416666666667,21.9838829166667
"186",-5.101102,56.82266,7,2020-02-07,8,"FW","Fort William","Suburban Background",171.028044990636,5.5875,1.96666666666667,41.6732695833333
"187",-4.243631,55.865782,7,2020-02-07,9,"GLKP","Glasgow Townhead","Urban Background",149.614254469575,4.04166666666667,2.65416666666667,22.7218770833333
"188",-0.460861,51.49633,7,2020-02-07,10,"HIL","London Hillingdon","Urban Background",167.526031296228,5.19583333333333,5.05833333333333,8.4942
"189",-0.341222,53.74878,7,2020-02-07,11,"HUL2","Hull Freetown","Urban Background",173.198723588121,5.025,2.85,21.8446004166667
"190",-1.127182,52.619904,7,2020-02-07,12,"LECU","Leicester University","Urban Background",170.158388506203,4.65,3.6875,23.6063620833333
